,0,1,2,3,4,5,6,7,8
0,0.0,249.99999999999997,518.5185185185181,453.12499999999994,440.0,555.5555555555536,533.5276967930079,455.07812499999994,510.2880658436295
1,999.9999999999997,249.99999999999997,370.3703703703704,343.74999999999994,536.0,532.4074074074059,478.13411078717536,509.76562499999994,497.9423868312829
2,0.0,999.9999999999999,185.1851851851851,687.4999999999999,448.0,490.7407407407402,516.0349854227447,501.95312499999994,502.05761316873213
3,0.0,249.99999999999997,592.592592592592,515.6249999999999,384.0,412.03703703703735,507.2886297376135,501.95312499999994,537.7229080932881
4,999.9999999999997,249.99999999999997,592.592592592592,406.24999999999994,432.0,467.592592592592,472.3032069970878,482.42187499999994,522.6337448559756
5,0.0,249.99999999999997,370.3703703703704,343.74999999999994,312.0,393.51851851851916,591.8367346938843,478.51562499999994,475.9945130315562
6,0.0,249.99999999999997,407.4074074074072,468.74999999999994,488.0,412.03703703703735,492.7113702623944,566.4062499999999,513.0315500685955
7,1999.9999999999998,374.99999999999994,703.703703703703,593.7499999999999,584.0,347.2222222222236,483.9650145772628,556.6406249999999,540.4663923182537
8,999.9999999999997,124.99999999999996,370.3703703703704,578.1249999999999,392.0,583.3333333333308,518.950437317789,523.4374999999999,506.17283950618054
9,999.9999999999997,374.99999999999994,740.7407407407399,359.37499999999994,448.0,564.8148148148131,495.6268221574387,498.04687499999994,519.89026063101
