,0,1,2,3,4,5,6,7,8
0,0.07009686998004185,0.08284843286350148,0.08512708880210129,0.08683301544473392,0.08437940046792214,0.08579828094182797,0.0857080751312227,0.08467783970677556,0.08532247352397056
1,0.08344343230651553,0.08438395989401215,0.08453547870045142,0.08520169620528434,0.08533797261970906,0.08510636932124198,0.085644826408177,0.08431314507559039,0.08522094031187805
2,0.08838213466468763,0.08955996548748922,0.08618598626185148,0.08636982894708388,0.08569428906805394,0.08465858219961044,0.0844634121054052,0.08494503713053601,0.08554698722574851
3,0.08540685944855414,0.08030179167518224,0.08620423773247571,0.0856003259307803,0.08468344482284053,0.08466805897872333,0.08566288394602006,0.08547366498737836,0.08520347268158261
4,0.09609764081460871,0.0876091188846323,0.0859658896345184,0.08415058663611134,0.08439736097742125,0.08458246517463852,0.085459749698788,0.08478731897481927,0.08490584720761953
5,0.08920526220940711,0.08707178280046622,0.08577462417809024,0.08434190181397277,0.08630494082449734,0.08610574346446391,0.08430320344843767,0.08537961988297772,0.08485177581082666
6,0.07681768154354125,0.08219512053542923,0.08601949876178445,0.08454672532947022,0.08407920118846128,0.08413536689205525,0.08432441713948295,0.0852828930184969,0.08548110758737394
7,0.09428252165006053,0.07959373301620509,0.08306242125402664,0.08501906868623028,0.08479315483979383,0.08497240220779838,0.0851090995342519,0.08534186450329508,0.08492854807811005
8,0.0802896725440806,0.0846006997835661,0.08578800038751355,0.08581914235291421,0.08529351774021386,0.08518660968842197,0.08470070243737893,0.08475714738551592,0.08489865434686365
9,0.07877523269172157,0.08985973115137347,0.0849420650233718,0.08494582660454436,0.08366179981124744,0.08579836036079842,0.08486342081967425,0.08529298641189557,0.08472859432031311
