,0,1,2,3,4,5,6,7,8
0,0.0802645698228186,0.07727952698054204,0.07794410234022191,0.0770570588106647,0.07731298980014868,0.07562664507476886,0.07619580945314723,0.07649752675082692,0.07619465929737655
1,0.07280407459600982,0.07831823597754085,0.07975113568310187,0.07664313104938286,0.07601996098432788,0.0759378171096358,0.07704076623603245,0.07603574340553625,0.07687315874285046
2,0.06847894876339423,0.07567584631770817,0.07509888732493859,0.076621057956298,0.07797556579372313,0.07719348758889982,0.07739237530952166,0.07644650386536693,0.07625034534552305
3,0.07438170210128309,0.07554424821028073,0.07732753473723154,0.07410004938222821,0.07699335746068654,0.07682835760451881,0.07702779972513524,0.07598612072300519,0.07623080524732943
4,0.0756190702857081,0.07597559805184535,0.07739505490638779,0.0765032646778153,0.07592130357384032,0.07543040503147493,0.07718214961516014,0.07639412894272724,0.07647864072087716
5,0.07418408602468735,0.07801345621619082,0.07795323211834965,0.07680941192662243,0.07618962603311759,0.07699925500624985,0.07642081239049162,0.07602408763340196,0.0762588115585209
6,0.07668178334301261,0.07520104226483787,0.07437409919437815,0.07644565572325823,0.07714636190644827,0.07602450024738505,0.07540687259871512,0.07671971707284037,0.0765639928622807
7,0.07863382342011814,0.07791151594014313,0.07540454916394697,0.078440559399982,0.07579374704218507,0.07663698642756936,0.07745292885211545,0.07660172585851788,0.07693885365058907
8,0.08176919764303045,0.079285638197699,0.07733842793778983,0.07621712386155408,0.07705427263261701,0.0771062024287261,0.07619101321587886,0.07678303686152528,0.07670840719454525
9,0.07705760486453035,0.07335085326502779,0.07842635726303501,0.07416256398685331,0.07809723507136887,0.07601389034704445,0.07622450304434206,0.07703566728486855,0.07655451866388753
