,naive_mse,post_mse
0,136.67252215954875,104.61918981052047
1,139.19458885941646,91.4759325920885
2,136.24926826672345,95.37279511481067
3,140.02300326325363,98.39211485195344
4,138.7325742997648,108.44323083405885
5,139.27039701572076,99.00660162640642
6,138.51427506125492,95.30658837365473
7,134.1495357200365,92.63882104850575
8,134.31722566629577,93.68430859280564
9,136.29919108587347,103.23534538394365
10,135.4939610944848,101.58763318493332
11,139.6424364620364,97.70816153030067
12,138.0980138866462,95.90628073102931
13,135.91023588429928,97.64564102200339
14,133.58446591633043,93.07768269103714
15,137.87435253911465,101.11515062958821
16,138.77160853226064,97.43061758046673
17,133.27499337045876,97.25431263352833
18,137.28608617117357,99.20451986189003
19,140.73068657999357,102.23936634269023
20,138.37600806451613,100.63453798423792
21,138.3534162493943,107.95561846968548
22,141.63720905515996,94.80447750347012
23,134.50683016026676,97.35077652090584
24,135.59602434951248,98.24462488877614
25,138.7974453530009,97.89650553536545
26,142.997696963205,97.3586734048163
27,136.65434126185306,92.60265457588345
28,137.95173037052788,94.69460441719053
29,136.2072869714531,106.65297859972506
30,139.01005777872888,98.6591125572189
31,132.8278276673081,95.19867840346589
32,135.95866183677816,93.68262170707791
33,135.33208775956868,96.55864209807574
34,139.78323590926155,98.65098669925798
35,132.9868176261096,97.3842517502118
36,132.05699454420255,105.41743551442879
37,134.52671430094912,101.6277344331666
38,137.79423336028026,96.22783417448504
39,136.93101612817372,97.03842515330885
40,135.5130903898027,94.36843721413545
41,135.22106160733318,96.73274971809222
42,135.83486386338006,105.50928805388116
43,135.81270044900577,103.39122948165198
44,135.63657604078165,93.56632874285997
45,135.24659800416245,97.77926233632414
46,134.6844894026975,102.81416869865723
47,132.78784972022382,98.758243426972
48,133.50397793571656,96.41183153705892
49,135.43139757498403,101.77513674686347
