,naive_mse,post_mse
0,3.608501368429516,3.5365918663198053
1,3.5933323476424337,3.5353376238149243
2,3.634495291233018,3.5783678680620468
3,3.6724477814402308,3.6171245890261887
4,3.6309552302068844,3.5434784469063647
5,3.5993745554996837,3.53256997159578
6,3.606219523638607,3.5077963420117575
7,3.622043495113348,3.561092228841867
8,3.519185336844751,3.4784055001822276
9,3.59137599197709,3.536225737560706
10,3.5315704021124783,3.4696908295633784
11,3.5806805198169425,3.5259217709801196
12,3.574480597761287,3.505852517241125
13,3.561325104422963,3.485240510809374
14,3.5823437005097816,3.514677949806499
15,3.534235389037116,3.4755264674511603
16,3.6305664178899115,3.562366419209202
17,3.5564222808372414,3.50025791659028
18,3.5895703526599827,3.534301436593463
19,3.6162773354601208,3.560223540360534
20,3.5613542492922643,3.4690603110916647
21,3.6551163710849655,3.584986882793699
22,3.5968020591089873,3.5357707683715955
23,3.5861813430566034,3.5046889386726656
24,3.531141584380707,3.467387758112623
25,3.6213924075361925,3.565107605548473
26,3.5393004824833865,3.456480216915553
27,3.505638150973104,3.438437313367422
28,3.6625193937208533,3.6076499903655646
29,3.609041862483684,3.546288779871994
30,3.572062984141203,3.511479450956514
31,3.580060086137675,3.489695919807081
32,3.5947417209342625,3.4933557606871375
33,3.5706014775312505,3.48888619565574
34,3.5344670170517714,3.438463361767904
35,3.661031467350354,3.6112382016057145
36,3.590255362503568,3.535436133254814
37,3.6186880899120193,3.534943118686951
38,3.567161547653018,3.4794622297557463
39,3.516373514416675,3.4137542181554883
40,3.5850288113796935,3.530028983881287
41,3.5842272518421696,3.500598582010052
42,3.5914921939985187,3.544970911013746
43,3.595514555084007,3.5134937159510606
44,3.5673232561449133,3.5055777892269266
45,3.616669825471611,3.5817053046322305
46,3.5761002783317752,3.4956975346907737
47,3.5907995455922794,3.535763033092028
48,3.6237320632125374,3.5425494563823468
49,3.556007494079679,3.4783215364184423
