,naive_mse,post_mse
0,24.084781830063907,21.774909601460088
1,24.054722485858665,21.623504710831618
2,23.87384207894611,21.418214839143342
3,24.04381498771043,21.82437925312724
4,23.965766432366173,21.570556831524254
5,23.280116737263725,20.993561890060537
6,24.41082241048148,22.11357372597686
7,24.174001729225434,21.65407871355941
8,24.31834952108294,22.22872680914879
9,23.64635312313966,21.11195413413038
10,24.56395379559591,21.635465580845292
11,23.384581957855374,21.031302685163794
12,23.845746922954316,21.65845140420325
13,24.140218082664727,21.757571462024785
14,23.74168341620644,21.28101696444064
15,24.686994570095376,21.74677056151637
16,23.882796190563983,21.802533750980057
17,24.300382511940793,21.889107156119138
18,23.94772715246479,21.617903489523133
19,23.923305889810482,21.751244855990578
20,24.347498107967873,21.741974025701367
21,24.15437449069906,21.617201600678126
22,24.06975825788411,21.559670080139284
23,24.762382164759785,22.41669756444139
24,24.115892012840582,21.69637209042318
25,24.09163610486472,21.574420036406902
26,24.099088156604775,21.96280356573486
27,24.477596469413253,21.524227413996524
28,24.09083164544672,21.801388981667035
29,23.640450228885754,21.69270747540269
30,24.27205668082279,21.635187902232328
31,23.803020963966492,21.506483728604895
32,23.752957139499387,21.350489614277823
33,23.881080031086967,21.726517598638313
34,24.662105426298204,21.78330898488719
35,24.160052952310902,21.458464664709425
36,23.626967235976295,21.297883508793028
37,24.444370719109905,22.206810151825213
38,24.221003433810875,21.964351601608126
39,24.188544630632133,21.89114104020321
40,23.809063671208015,21.248870835232847
41,23.95334484964148,22.009808412344448
42,24.641959737382415,21.986984234322033
43,24.209427910482127,22.186158071635763
44,23.930923499412764,21.41663354097046
45,24.671839627638896,22.13152709438159
46,24.160319828453932,21.980392982442314
47,23.730048290768,21.184193530294987
48,24.499407445036827,22.118006023386993
49,24.593769378213402,22.380744864038377
