,naive_mse,post_mse,mme_triangle_err,post_triangle_err
0,15.15424946777402,2.5369036883659692,828.8518518518395,34206.86910612801
1,15.226866059106028,2.5568427415486568,1889.037037037022,34631.40476784983
2,16.0146676081555,2.4858659591901864,1259.111111111124,33293.32826111924
3,15.104670530756604,2.5919805358296464,2629.7777777777665,34951.545326544656
4,16.123266501210853,2.5063733030267006,1337.814814814832,33258.32908494602
5,15.826781422602465,2.4968575008574683,666.5185185185401,33546.68552187242
6,15.166092348335386,2.562121955270799,1004.7777777777665,34283.453323110414
7,15.349138051739951,2.578239147455998,1301.0740740740584,34377.7927577705
8,15.336468483518097,2.557173987382127,463.11111111109494,34043.36527038406
9,15.059100872106464,2.546129431089284,824.2222222222044,34202.92312846785
10,15.351555205662466,2.55386121986203,1088.111111111095,34300.05256697988
11,15.202214341857063,2.5627303538881128,1157.555555555533,34351.04121190682
12,16.101314462686112,2.477716178817894,740.5925925926131,33494.283230605
13,15.271115797446727,2.532384199396327,625.1481481481314,34123.416437480526
14,15.739515896393474,2.5607590357928225,69.29629629630654,33790.385162553066
15,15.317586480402738,2.5942064733478207,421.4444444444234,34037.56510208051
16,15.735181250549326,2.5493818031526234,773.2962962962774,34140.30822748023
17,16.061516441486866,2.5069344052775913,1351.7037037037226,33247.14060544413
18,15.470604697896569,2.5600326983600272,1889.037037037022,34610.918831116214
19,16.693419999827114,2.4439692792672236,3888.740740740759,32164.89312320568
20,15.253237381496941,2.5711347173284094,1875.1481481481314,34621.95193582412
21,15.866399008454843,2.491865576603552,541.5185185185401,33588.92047180592
22,15.068262137248807,2.59733566774087,2481.629629629606,34894.17453446075
23,15.255475884308343,2.56422351535648,884.4074074073869,34229.27134776971
24,15.945605683772145,2.5551138530779554,1073.9259259259416,33379.722044659764
25,15.443571525571418,2.5747519537071124,1393.6666666666424,34413.90709817759
26,16.247096156419815,2.4873732489537774,1129.4814814815036,33328.76662980544
27,15.479746798879694,2.5474865448558615,305.70370370369346,33970.1463867697
28,15.873821924103694,2.563903681050468,328.5555555555766,33690.574224274766
29,15.464615494236364,2.5587901541068763,1453.8518518518395,34432.47297965968
30,15.849849361391168,2.501385614121468,161.88888888890506,33739.303938748126
31,15.347180866515673,2.5881915155644672,1611.259259259241,34517.994207644675
32,15.278976607551197,2.568020809686499,1463.111111111095,34453.40779423219
33,15.37613719940373,2.533103106260971,759.4074074073869,34158.00850517159
34,15.362106611064773,2.5456688987978726,365.88888888887595,33997.743779038195
35,15.59146763923119,2.544035545570403,550.7777777777956,33613.06390849194
36,15.860171728814766,2.5165867518044256,777.6296296296496,33490.13650339648
37,15.975495373808686,2.543132331649896,1148.0000000000146,33337.61333778959
38,15.824319744912263,2.5192921568588824,389.03703703702195,33967.7592703001
39,15.144388850892607,2.5593134399823354,2527.9259259259125,34905.71173398076
40,15.678354265144966,2.4942092831737828,286.88888888890506,33715.456939666765
41,16.22173327408392,2.489908565790418,1828.5555555555766,33047.51086605975
42,16.087914515129643,2.528225547738618,1402.6296296296496,33226.2454271075
43,15.442193079646838,2.5477533276479147,398.29629629627743,34022.36357299349
44,15.640164558652913,2.5153057570924444,439.66666666668607,33643.45964158616
45,15.520957371037223,2.5485275229680857,337.81481481483206,33698.75435453131
46,15.793203434922688,2.5282922832322603,1240.592592592613,33305.87061480542
47,16.105940373543177,2.5149135347261247,851.7037037037226,33449.437076078495
48,16.094440857341176,2.483371414905788,1610.962962962978,33134.071135550315
49,15.663773043436297,2.5118268323202964,523.0000000000146,33601.61279660491
