,naive_mse,post_mse
0,41.74685796908024,12.928366875572953
1,50.04688888888899,14.57044725507506
2,45.68817563802523,13.809302344787092
3,48.56470325747443,14.276286372738099
4,44.33734939759036,13.511208901743816
5,47.055722389055745,14.12884182801921
6,42.62551440329217,13.62179754656367
7,45.39217652958881,13.312806218597016
8,47.335005015045176,14.30160362476844
9,46.946060403432575,13.021874516267557
10,45.629295962629456,13.484995243583464
11,43.25234270414998,14.47543976125854
12,42.92967792265684,13.535152691443033
13,46.86795813849926,13.702843415241894
14,51.291764181433315,14.11195921758528
15,42.480998551209154,12.943448662526098
16,45.47236125013909,13.88377964850332
17,43.686888888888895,13.559290288947318
18,44.57190523857195,13.182895181451844
19,45.37746573052494,13.748425278039083
20,47.791819904157094,13.020762245170793
21,47.47836725614515,13.367148630461022
22,43.44144144144149,14.04322510205562
23,47.40410119246638,13.662150706678933
24,45.32531730126921,13.256550831535009
25,46.19839679358725,12.859887194425637
26,47.51408450704231,13.881620872800157
27,49.49905461016583,13.477246447194567
28,44.27087508350037,13.419505809858817
29,45.315297261189066,13.38994702549308
30,46.2686019352687,13.23299720763088
31,42.92265685946727,13.121724234734765
32,44.29261490406068,13.014319608792569
33,45.49810732576269,13.705775304424016
34,47.8543408001784,14.078207042479237
35,44.469681742043555,13.581845262521808
36,48.95932241167956,13.90945090487424
37,46.02747191636084,14.225899821378425
38,46.63574685796922,12.837233282386775
39,45.0686077643909,12.421468900778981
40,40.70745570043462,13.574276203086523
41,45.61517072628188,13.788113569507411
42,45.71133333333335,12.95973095037773
43,47.38922356091038,13.173796115154364
44,44.913493653974655,13.463595599623574
45,45.06847027388109,12.863149304746909
46,45.89011233455682,12.726538699286078
47,43.871333333333396,13.364419608115234
48,47.320925553319995,13.373110117698586
49,41.01358272099755,12.685203570475672
