,naive_mse,post_mse
0,78.38516260162602,21.71261496218871
1,75.43456032719837,23.196634167759843
2,84.4678899082569,23.888008868540254
3,75.91521961184883,19.00877618178946
4,71.0081466395112,23.37070171882596
5,76.40408163265307,31.291666562425497
6,73.75329949238579,24.150654171147128
7,76.45,20.495770117687268
8,77.40609137055839,18.699371899550297
9,71.18367346938776,19.58519239689696
10,75.28556806550665,18.368601801536542
11,75.33604887983707,20.19104956315632
12,77.84237461617195,22.365822798150575
13,78.12334352701326,19.01486417281226
14,75.68769074262461,24.517584683727815
15,75.31013306038895,17.50920953448349
16,77.01836734693879,20.146830703991633
17,79.25865580448064,20.95943656976534
18,76.88675429726997,23.74657544809085
19,73.90500510725231,21.070454514751685
20,77.151269035533,18.179321162950227
21,75.86344969199179,19.319070038294928
22,77.59959349593497,19.486546728651582
23,77.46578140960163,20.06941199055297
24,77.39532520325204,19.759989642136084
25,74.65821501014199,20.669026761448205
26,80.97420020639834,18.28261989735039
27,72.32446264073695,18.170050068246816
28,73.55802219979819,23.67623841728994
29,79.79348931841302,23.31558124092081
30,77.60446247464503,20.083010190475083
31,74.87841945288754,21.192162896894335
32,73.53211009174312,18.839301900450884
33,74.5558943089431,19.795136664871666
34,74.22085889570553,18.390767284783927
35,76.5097037793667,17.463594681075016
36,78.53421859039837,22.091074451221598
37,75.87551020408164,19.138005727680483
38,78.03381147540983,31.63333377091136
39,76.19815195071868,18.524905880482876
40,80.90577507598785,22.582344382888103
41,79.57569515962925,17.86962987856737
42,82.33163784333672,21.199472063815147
43,75.18628454452406,20.73956515492425
44,72.48723186925434,22.283575615142368
45,75.38259109311741,17.50319897577319
46,70.96636085626912,22.09445208504363
47,79.49543147208122,20.939400085553746
48,80.59384615384616,22.850092758292295
49,76.14010152284264,18.993163036478222
