,naive_mse,post_mse
0,13.690222222222284,7.996840959999935
1,14.085777777777821,8.240008960000022
2,14.469111111111165,8.382360960000007
3,13.439111111111133,8.325224960000014
4,12.436888888888904,7.575720959999997
5,12.893555555555604,7.620968959999961
6,12.435777777777835,7.486760960000093
7,13.20022222222227,7.9038489599999835
8,14.053555555555603,7.972200960000025
9,11.989111111111145,7.598280959999988
10,12.885777777777822,7.537368960000006
11,11.832444444444462,7.043720959999995
12,12.9835555555556,7.379720959999991
13,13.413555555555607,7.970008960000035
14,12.40466666666669,7.454024960000025
15,13.834666666666712,8.012864000000159
16,13.30244444444449,8.335599999999996
17,12.658000000000051,8.238728960000008
18,12.386888888888935,7.720888960000073
19,12.665777777777814,7.24
20,13.332444444444485,7.667448960000016
21,13.92577777777782,7.779960959999977
22,13.39911111111116,7.806200960000015
23,12.20800000000003,8.350200959999993
24,14.80244444444449,8.393720960000005
25,12.766888888888921,7.866360960000002
26,12.865777777777819,7.896120960000037
27,12.940222222222257,7.9141209600000355
28,13.736888888888936,8.068000000000001
29,12.16800000000003,7.035880960000002
30,14.196888888888935,8.692
31,14.386888888888938,8.53400896000002
32,13.315777777777823,7.847368960000006
33,12.904666666666698,7.375928959999971
34,13.229111111111136,7.5014809599999674
35,12.902444444444468,7.39688896000006
36,12.70466666666671,6.858168960000005
37,13.797241686130628,8.00841324588588
38,13.67577777777781,8.47072895999999
39,14.180222222222268,8.611848959999989
40,13.101333333333368,7.732440959999994
41,12.265777777777812,7.718816000000031
42,13.052444444444475,7.937240959999991
43,12.21133333333336,7.593880960000104
44,14.004666666666704,8.327928960000024
45,14.883555555555596,8.51320896
46,13.271333333333358,7.936944000000034
47,12.668000000000026,7.721800959999999
48,14.02911111111116,7.966760960000098
49,13.640222222222272,8.318168959999996
