,naive_mse,post_mse
0,131.18479532163744,17.33009734298625
1,178.9270482603816,17.23515405858091
2,162.5847750865052,17.10946991456603
3,178.98173515981733,16.851341822938267
4,157.1372549019608,17.2781028492648
5,143.6829268292683,17.220889478386987
6,160.29942196531792,17.464305240984867
7,145.3022727272727,17.230717297258746
8,141.9316037735849,16.828393394141635
9,152.28211009174314,16.84678725730249
10,150.91294387170677,18.042372298501206
11,160.54599056603772,17.18504943567344
12,156.42889908256882,17.263220561815317
13,144.7178899082569,17.439270725796028
14,171.18457943925233,17.13243071992341
15,142.45506912442397,17.20198869801668
16,144.86049237983588,17.31533136535917
17,169.6435185185185,17.05270115246482
18,151.4562647754137,16.725695001828644
19,159.0093567251462,16.582140627796658
20,149.830626450116,17.22474383911026
21,162.28070175438597,17.549837038554966
22,172.7382629107981,16.954884646718945
23,139.90836197021764,17.461952449053097
24,144.85202863961814,16.994633540979653
25,140.34818288393902,17.43909245079007
26,137.99765533411488,16.996056361886453
27,144.07224770642202,17.019202377652036
28,163.51834319526628,17.27557396781651
29,154.0197904540163,17.589966726888704
30,181.69078179696615,16.795316390717563
31,135.89082462253194,17.268045307836093
32,158.39055299539172,17.37475919311132
33,148.69221835075493,16.881164391139155
34,171.01830663615561,17.333929673529294
35,143.85882352941175,16.555527384325618
36,159.84411085450347,17.67656848024838
37,149.22954545454544,17.27764001456445
38,149.94214876033058,17.46248110751247
39,147.69883720930233,16.882092804614885
40,147.05581395348838,17.26826508167404
41,149.7865168539326,16.65862226585214
42,164.9057714958775,17.301093690585223
43,163.63921113689094,17.023970063847315
44,160.89595375722544,17.290435116007224
45,155.61233993015134,16.73220695277495
46,150.19271445358402,16.930702940684135
47,155.33065442020666,17.565323514156738
48,152.41277080957812,17.659951651680945
49,137.73054587688733,17.597349268960755
