,naive_mse,post_mse,mme_triangle_err,post_triangle_err
0,5.1645700952114,5.634700389251792,445.3877551020423,1392.9813328487662
1,9.517796854596456,6.600729340547125,863.6501457725935,447.7565046237569
2,6.052637911338561,7.060615187688305,86.78717201166364,1165.5453581217944
3,5.243042817516632,5.398367788856968,389.9941690962114,1323.6271951723556
4,5.269656096424985,5.8772219304992115,395.8250728862986,1342.331918212276
5,7.111005176092391,6.8239924690674005,257.2361516034971,894.1908986863918
6,5.455214293371963,6.200562148869216,267.5451895043743,1241.0007842252671
7,7.670138133767561,6.907519399118685,254.3206997084535,891.6746860413232
8,4.91447323763363,6.511584212745224,529.93586005831,1492.1682119419993
9,5.6160840200927575,6.4790410317130425,287.95335276968035,1304.491406063571
10,5.949430422577878,6.510774660469372,115.94169096210044,1171.687163723188
11,6.296230743264013,5.907861827643023,117.29446064139756,978.3439089103822
12,6.014518010090987,6.171819065211493,139.26530612245006,1165.9154705826504
13,6.907238921104189,7.380563732145372,172.68804664722848,1001.6857791423354
14,6.10390895505053,6.375670707852532,47.32361516034871,1062.7499939926774
15,5.173337057746698,6.162306913715128,424.9795918367363,1367.9065192184817
16,7.125445027147091,6.764481172926412,213.50437317784144,939.3044452323238
17,6.071419742215862,6.423312388410011,43.055393586007085,1108.8946605628162
18,6.506975892250593,7.175320843607265,117.29446064139756,1016.7383590617674
19,6.284438641383289,6.709444160315079,177.16618075801853,1216.4091524489995
20,5.714090906293016,6.255066499993568,118.85714285714403,1160.2317089060853
21,8.071521869516763,7.973926728668719,73.56268221574192,1075.9914373197125
22,6.629619619277296,6.476066346982694,166.8571428571413,957.301031220647
23,5.718124541669578,6.54109248047043,48.88629737609517,1090.7066510764334
24,8.305378045158065,7.114319450824942,569.1895043731765,695.0407346347829
25,5.629601241323504,6.299306023481779,136.34985422740647,1182.1261898284565
26,5.894911889509252,5.8254228235396175,69.2944606414012,1113.012266779635
27,6.865442436547882,6.535541107287472,21.084548104954592,1052.6913162528836
28,5.445085415043716,6.162133065503996,168.41982507288776,1163.255980060083
29,6.923994232969285,7.085962947820778,99.80174927113512,989.979447121812
30,7.805963306368577,7.709958395277815,233.91253644314747,912.2068178568579
31,6.0964171597690955,6.616899815512402,5.154518950438614,1072.5414015889428
32,6.861936578218302,6.16230137364254,187.26530612244733,949.5538713093474
33,5.975949437093894,5.2853729388122375,130.5189504373193,1134.7858992132315
34,7.2880708517319,6.761817166055148,280.5597667638467,908.7229985363037
35,6.081221367386295,6.67032642687062,21.084548104954592,1048.3986547407176
36,6.45530800315894,7.43034028866313,130.5189504373193,1204.5008302653487
37,4.91664040101878,5.669481499895698,445.3877551020423,1377.9663836238642
38,7.075873048993604,7.096041103730369,85.22448979591718,1035.8844210209245
39,5.80650552878097,6.292288107813206,180.08163265306302,1216.0660853551472
40,5.672471463107377,6.706167378416406,206.32069970845623,1275.373423894648
41,6.6388660791242335,7.007196517948641,175.60349854227297,942.6502307038891
42,6.3768440285123456,6.777149505884322,66.3790087463567,1122.6989060797805
43,5.516496561992864,6.263063969458476,331.6851311953369,1325.9458054597972
44,6.1958038945807825,6.9502874925965425,317.10787172011806,1336.9775677919106
45,6.358650551218813,6.062469190029362,35.661807580173445,1030.5084699893714
46,6.271300629657472,7.1231012625016055,188.8279883381938,1230.9574175249463
47,7.013919742137818,7.274284151843068,242.65889212827824,921.7477950170933
48,7.631997158431883,7.150554189180328,376.7696793002897,825.3846482651616
49,5.27101053245713,6.269432248155214,340.4314868804677,1303.355426972762
